frame_000484.png,frame_000639.png,20599
frame_000734.png,frame_000789.png,13383
frame_001481.png,frame_001707.png,4878
frame_001711.png,frame_002682.png,295690
frame_023821.png,frame_023832.png,647
frame_040429.png,frame_048352.png,773
frame_049397.png,frame_049408.png,319
frame_054406.png,frame_054441.png,1505
frame_069002.png,frame_069518.png,440
frame_073547.png,frame_073584.png,3699
frame_087456.png,frame_087466.png,208
frame_087473.png,frame_087484.png,396
frame_087987.png,frame_088009.png,22555
frame_088459.png,frame_088517.png,47656
frame_093533.png,frame_093557.png,22823
frame_093699.png,frame_093751.png,70002
frame_093800.png,frame_093819.png,19751
frame_094311.png,frame_097481.png,3801
frame_097596.png,frame_097615.png,1001
frame_099116.png,frame_099209.png,1572
frame_099211.png,frame_108999.png,44297
frame_109001.png,frame_109060.png,130630
frame_113031.png,frame_125523.png,530
frame_128002.png,frame_128049.png,464
frame_128297.png,frame_128327.png,208
frame_136671.png,frame_138495.png,791
frame_138536.png,frame_138547.png,315
frame_138550.png,frame_144711.png,346
frame_144729.png,frame_150091.png,408
frame_151274.png,frame_157843.png,2556
frame_158314.png,frame_158325.png,217
frame_158397.png,frame_158412.png,701
frame_158994.png,frame_159043.png,1387
frame_163614.png,frame_163726.png,221823
frame_163729.png,frame_176340.png,4958
frame_183313.png,frame_183365.png,7613
frame_183567.png,frame_183591.png,661
frame_183595.png,frame_183652.png,5304
frame_183693.png,frame_183711.png,529
