frame_000161.png,frame_000182.png,467
frame_000184.png,frame_000624.png,372
frame_009837.png,frame_009974.png,114173
frame_023344.png,frame_033779.png,17498
frame_036429.png,frame_036625.png,330315
frame_036769.png,frame_036846.png,43435
frame_036875.png,frame_036892.png,943
frame_036895.png,frame_036946.png,4839
frame_037202.png,frame_037232.png,21162
frame_037376.png,frame_037394.png,200
frame_037442.png,frame_037933.png,8509
frame_037987.png,frame_038018.png,9058
frame_038815.png,frame_038831.png,458
frame_040246.png,frame_040276.png,1475
frame_040406.png,frame_041692.png,48398
frame_041801.png,frame_041842.png,37487
frame_041998.png,frame_042033.png,793
frame_043430.png,frame_096612.png,87912
frame_096629.png,frame_097074.png,79111
frame_097197.png,frame_097263.png,81575
frame_097834.png,frame_097844.png,310
frame_098003.png,frame_098344.png,598
frame_098840.png,frame_098864.png,948
frame_099013.png,frame_099132.png,466
frame_099271.png,frame_099742.png,143691
frame_102708.png,frame_102765.png,51636
frame_102970.png,frame_103035.png,54861
frame_111611.png,frame_111663.png,1110
frame_113031.png,frame_135139.png,64006
frame_135240.png,frame_135392.png,137370
frame_140792.png,frame_141078.png,225552
frame_154088.png,frame_170194.png,1315
frame_170996.png,frame_171114.png,36788
frame_171131.png,frame_171521.png,16133
frame_171523.png,frame_171672.png,43517
