Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;
frame_004287.png;1;MTB; 32; 14; 40; 24; 
frame_004287.png;2;MTB; 43; 7; 49; 15; 
frame_004288.png;1;MTB; 31; 14; 40; 25; 
frame_004288.png;2;MTB; 42; 8; 48; 14; 
frame_004289.png;1;MTB; 31; 14; 40; 28; 
frame_004290.png;1;MTB; 32; 15; 41; 29; 
frame_004291.png;1;MTB; 33; 16; 42; 29; 
frame_004292.png;1;MTB; 35; 18; 44; 31; 
frame_004293.png;1;MTB; 36; 19; 47; 34; 
frame_004294.png;1;MTB; 39; 20; 50; 38; 
frame_004295.png;1;MTB; 41; 22; 55; 40; 
frame_004296.png;1;MTB; 45; 23; 60; 43; 
frame_004296.png;2;MTB; 31; 13; 40; 24; 
frame_004297.png;1;MTB; 49; 26; 65; 46; 
frame_004297.png;2;MTB; 31; 14; 40; 25; 
frame_004298.png;1;MTB; 54; 29; 72; 51; 
frame_004298.png;2;MTB; 31; 14; 40; 26; 
frame_004299.png;1;MTB; 61; 34; 79; 53; 
frame_004299.png;2;MTB; 31; 15; 40; 27; 
frame_004300.png;2;MTB; 32; 16; 42; 28; 
frame_004301.png;2;MTB; 33; 17; 44; 31; 
frame_004302.png;1;MTB; 34; 18; 46; 33; 
frame_004303.png;1;MTB; 37; 19; 50; 36; 
frame_004304.png;1;MTB; 41; 21; 53; 36; 
frame_004305.png;1;MTB; 45; 24; 58; 41; 
frame_004306.png;1;MTB; 49; 26; 63; 43; 
frame_004307.png;1;MTB; 55; 29; 70; 46; 
frame_004308.png;1;MTB; 61; 33; 77; 51; 
frame_011133.png;1;MTB; 28; 20; 40; 32; 
frame_011134.png;1;MTB; 31; 21; 43; 34; 
frame_011135.png;1;MTB; 35; 23; 47; 39; 
frame_011136.png;1;MTB; 39; 26; 51; 42; 
frame_011137.png;1;MTB; 43; 28; 57; 45; 
frame_011138.png;1;MTB; 48; 31; 62; 49; 
frame_011139.png;1;MTB; 53; 34; 69; 52; 
frame_011140.png;1;MTB; 60; 38; 77; 54; 
frame_011173.png;1;MTB; 25; 17; 35; 28; 
frame_011174.png;1;MTB; 26; 18; 36; 29; 
frame_011175.png;1;MTB; 27; 19; 38; 31; 
frame_011176.png;1;MTB; 29; 20; 41; 33; 
frame_011177.png;1;MTB; 32; 22; 44; 36; 
frame_011178.png;1;MTB; 35; 24; 48; 39; 
frame_011179.png;1;MTB; 39; 26; 52; 41; 
frame_011180.png;1;MTB; 44; 29; 58; 46; 
frame_011181.png;1;MTB; 50; 33; 65; 49; 
frame_011182.png;1;MTB; 58; 37; 73; 54; 
frame_012676.png;1;MTB; 26; 16; 35; 29; 
frame_012677.png;1;MTB; 27; 17; 36; 30; 
frame_012678.png;1;MTB; 28; 17; 37; 32; 
frame_012679.png;1;MTB; 28; 18; 39; 33; 
frame_012680.png;1;MTB; 30; 19; 40; 34; 
frame_012681.png;1;MTB; 31; 20; 42; 36; 
frame_012682.png;1;MTB; 32; 20; 43; 37; 
frame_012683.png;1;MTB; 34; 21; 45; 38; 
frame_012684.png;1;MTB; 35; 23; 47; 41; 
frame_012685.png;1;MTB; 37; 24; 49; 42; 
frame_012686.png;1;MTB; 39; 24; 52; 43; 
frame_012687.png;1;MTB; 41; 25; 54; 45; 
frame_012688.png;1;MTB; 43; 27; 57; 46; 
frame_012689.png;1;MTB; 45; 27; 59; 48; 
frame_012690.png;1;MTB; 47; 29; 61; 50; 
frame_012691.png;1;MTB; 49; 30; 63; 51; 
frame_012692.png;1;MTB; 51; 31; 65; 53; 
frame_012692.png;2;MTB; 49; 3; 54; 8; 
frame_012693.png;1;MTB; 52; 32; 67; 55; 
frame_012693.png;3;MTB; 37; 62; 37; 62; 
frame_012694.png;1;MTB; 55; 34; 69; 56; 
frame_012695.png;1;MTB; 57; 35; 71; 56; 
frame_012696.png;1;MTB; 58; 36; 75; 59; 
frame_012697.png;1;MTB; 61; 38; 78; 60; 
frame_012698.png;1;MTB; 64; 39; 79; 59; 
frame_012824.png;1;MTB; 27; 18; 36; 31; 
frame_012825.png;1;MTB; 27; 18; 36; 32; 
frame_012826.png;1;MTB; 28; 18; 37; 32; 
frame_012827.png;1;MTB; 28; 19; 38; 32; 
frame_012828.png;1;MTB; 29; 19; 39; 34; 
frame_012829.png;1;MTB; 30; 20; 40; 35; 
frame_012830.png;1;MTB; 31; 20; 41; 35; 
frame_012831.png;1;MTB; 32; 21; 42; 36; 
frame_012832.png;1;MTB; 33; 22; 44; 37; 
frame_012833.png;1;MTB; 34; 22; 45; 38; 
frame_012834.png;1;MTB; 36; 23; 47; 39; 
frame_012835.png;1;MTB; 37; 24; 49; 41; 
frame_012836.png;1;MTB; 39; 25; 51; 43; 
frame_012837.png;1;MTB; 41; 26; 53; 44; 
frame_012838.png;1;MTB; 43; 27; 56; 46; 
frame_012839.png;1;MTB; 45; 29; 58; 47; 
frame_012840.png;1;MTB; 47; 30; 61; 49; 
frame_012841.png;1;MTB; 50; 32; 64; 51; 
frame_012842.png;1;MTB; 52; 33; 67; 53; 
frame_012843.png;1;MTB; 56; 35; 71; 55; 
frame_012844.png;1;MTB; 59; 37; 75; 58; 
frame_012845.png;1;MTB; 61; 39; 78; 59; 
frame_012846.png;1;MTB; 67; 41; 79; 59; 
frame_013079.png;1;MTB; 28; 13; 36; 23; 
frame_013080.png;1;MTB; 27; 14; 35; 24; 
frame_013081.png;1;MTB; 26; 14; 35; 25; 
frame_013082.png;1;MTB; 26; 14; 34; 26; 
frame_013083.png;1;MTB; 25; 14; 34; 26; 
frame_013084.png;1;MTB; 25; 15; 34; 27; 
frame_013085.png;1;MTB; 25; 15; 34; 29; 
frame_013086.png;1;MTB; 26; 16; 35; 29; 
frame_013087.png;1;MTB; 27; 17; 37; 31; 
frame_013088.png;1;MTB; 28; 17; 38; 33; 
frame_013089.png;1;MTB; 29; 18; 41; 35; 
frame_013090.png;1;MTB; 31; 20; 43; 37; 
frame_013091.png;1;MTB; 33; 21; 46; 38; 
frame_013092.png;1;MTB; 37; 23; 51; 41; 
frame_013093.png;1;MTB; 41; 25; 56; 44; 
frame_013094.png;1;MTB; 45; 28; 61; 48; 
frame_013095.png;1;MTB; 51; 31; 68; 52; 
frame_013096.png;1;MTB; 57; 35; 75; 55; 
frame_013097.png;1;MTB; 64; 38; 79; 59; 
frame_017222.png;1;MTB; 26; 17; 36; 26; 
frame_017223.png;1;MTB; 27; 18; 37; 28; 
