frame_000722.png;frame_000733.png;811
frame_017329.png;frame_017336.png;382
frame_025242.png;frame_025254.png;848
frame_026299.png;frame_026310.png;629
frame_031308.png;frame_031343.png;2328
frame_045904.png;frame_045909.png;285
frame_046408.png;frame_046421.png;759
frame_050449.png;frame_050486.png;4502
frame_064356.png;frame_064387.png;1530
frame_074345.png;frame_074384.png;3300
frame_074499.png;frame_074518.png;1622
frame_076014.png;frame_076029.png;565
frame_076073.png;frame_076120.png;4251
frame_101796.png;frame_101809.png;416
frame_102414.png;frame_102427.png;774
frame_103556.png;frame_103560.png;117
frame_104906.png;frame_104914.png;486
frame_104942.png;frame_104953.png;563
frame_105201.png;frame_105207.png;205
frame_105220.png;frame_105231.png;408
frame_113576.png;frame_113584.png;444
frame_115378.png;frame_115400.png;1572
frame_115440.png;frame_115458.png;1420
frame_117768.png;frame_117779.png;417
frame_121606.png;frame_121619.png;731
frame_121634.png;frame_121663.png;1276
frame_126985.png;frame_126998.png;626
frame_128176.png;frame_128187.png;410
frame_128218.png;frame_128227.png;291
frame_134654.png;frame_134752.png;6827
frame_135218.png;frame_135232.png;666
frame_135304.png;frame_135319.png;1234
frame_135895.png;frame_135952.png;3575
frame_153236.png;frame_153247.png;466
