frame_000008.png;frame_000019.png;10160
frame_000114.png;frame_000174.png;57445
frame_000198.png;frame_000223.png;2482
frame_000244.png;frame_000307.png;21655
frame_000446.png;frame_000446.png;722
frame_000457.png;frame_000461.png;5316
frame_000472.png;frame_000479.png;5466
frame_000502.png;frame_000799.png;396833
frame_000822.png;frame_000831.png;2243
frame_000867.png;frame_000869.png;1291
frame_000909.png;frame_001122.png;1578
frame_001348.png;frame_001369.png;4018
frame_001385.png;frame_001425.png;57720
frame_001455.png;frame_001514.png;35239
frame_001571.png;frame_001597.png;32791
frame_001610.png;frame_001611.png;2272
frame_001623.png;frame_001683.png;35765
frame_001715.png;frame_002088.png;67186
frame_002108.png;frame_002393.png;156164
8000
frame_008339.png;frame_008376.png;1029
frame_013019.png;frame_013033.png;419
frame_022714.png;frame_022747.png;967
frame_023043.png;frame_023098.png;1498
frame_023163.png;frame_023384.png;8771
frame_038834.png;frame_038860.png;645
frame_048633.png;frame_048676.png;1406
frame_054720.png;frame_054749.png;1134
frame_056337.png;frame_056377.png;1203
frame_057585.png;frame_057655.png;3539
frame_061557.png;frame_061614.png;2652
frame_078082.png;frame_078082.png;3658
frame_082713.png;frame_082751.png;1086
frame_085076.png;frame_085098.png;626
frame_086330.png;frame_086362.png;1349
frame_088090.png;frame_088110.png;568
frame_088986.png;frame_089021.png;1199
frame_097855.png;frame_097879.png;681
frame_097906.png;frame_097929.png;823
frame_097976.png;frame_098008.png;1068
frame_098401.png;frame_098443.png;2428
frame_100303.png;frame_100333.png;1301
frame_106587.png;frame_106607.png;821
frame_107607.png;frame_107640.png;1237
frame_115358.png;frame_115477.png;10199
frame_115958.png;frame_115994.png;1260
frame_120000.png;frame_120027.png;666
frame_123657.png;frame_123683.png;637
frame_123819.png;frame_123862.png;2141
frame_124888.png;frame_124927.png;1154
frame_126689.png;frame_126715.png;926
frame_127298.png;frame_127338.png;1529
frame_128002.png;frame_128056.png;2805
frame_128118.png;frame_128147.png;911
frame_128257.png;frame_128314.png;2527
frame_143692.png;frame_143722.png;1217
frame_144762.png;frame_144820.png;1954
frame_144886.png;frame_144926.png;1209
frame_145434.png;frame_145463.png;944
frame_154017.png;frame_154042.png;1122
frame_155048.png;frame_155097.png;2423
frame_156286.png;frame_156330.png;2031
160000
frame_214540.png;frame_214611.png;3419
frame_214684.png;frame_214829.png;68897
