frame_002136.png;frame_002179.png;3434
frame_003369.png;frame_003376.png;475
frame_031209.png;frame_031218.png;654
frame_040150.png;frame_040156.png;577
frame_060707.png;frame_060713.png;321
frame_096752.png;frame_096759.png;734
frame_103964.png;frame_103999.png;2106
frame_105816.png;frame_105821.png;124
frame_109793.png;frame_109800.png;549
frame_119854.png;frame_119862.png;1175
frame_155476.png;frame_155483.png;672
frame_205999.png;frame_206041.png;8989
frame_206341.png;frame_206651.png;156608
frame_206691.png;frame_206754.png;24177
frame_215797.png;frame_215801.png;1294
frame_215872.png;frame_215931.png;46466
frame_218252.png;frame_218254.png;1120
