frame_000208.png;frame_000257.png;9606
frame_000309.png;frame_000318.png;364
frame_000330.png;frame_000426.png;14399
frame_000449.png;frame_000457.png;1844
frame_001043.png;frame_001169.png;135903
frame_001181.png;frame_001194.png;17505
frame_001514.png;frame_001537.png;34046
frame_001550.png;frame_001613.png;126246
frame_001654.png;frame_001703.png;35861
frame_001716.png;frame_001732.png;14838
frame_001833.png;frame_001861.png;31783
frame_001927.png;frame_001971.png;4450
frame_001993.png;frame_002004.png;3444
frame_002022.png;frame_002033.png;1023
frame_002055.png;frame_002065.png;1071
frame_002101.png;frame_002104.png;6332
frame_002202.png;frame_002342.png;166652
frame_002395.png;frame_002452.png;123553
frame_002463.png;frame_002485.png;36390
frame_002542.png;frame_002553.png;9290
frame_002860.png;frame_002922.png;1889
frame_003296.png;frame_003325.png;1185
frame_036418.png;frame_036430.png;387
frame_036457.png;frame_036480.png;964
frame_039367.png;frame_039372.png;188
frame_039395.png;frame_039401.png;144
frame_039434.png;frame_039438.png;90
frame_039451.png;frame_039486.png;1014
frame_039498.png;frame_039511.png;811
frame_039542.png;frame_039546.png;124
frame_039588.png;frame_039593.png;142
frame_039613.png;frame_039647.png;1141
frame_040073.png;frame_040096.png;914
frame_040139.png;frame_040154.png;576
frame_040281.png;frame_040296.png;604
frame_040605.png;frame_040634.png;9330
frame_040688.png;frame_040719.png;11814
frame_041515.png;frame_041532.png;547
frame_042947.png;frame_042977.png;1396
frame_043107.png;frame_043111.png;72
frame_044294.png;frame_044298.png;108
frame_044340.png;frame_044343.png;86
frame_044695.png;frame_044734.png;1406
frame_046131.png;frame_046139.png;288
frame_065314.png;frame_065316.png;60
frame_066973.png;frame_071418.png;270
frame_083872.png;frame_083878.png;192
frame_084872.png;frame_084877.png;172
frame_087396.png;frame_088312.png;176
frame_089011.png;frame_089031.png;427
frame_094190.png;frame_094198.png;287
frame_094216.png;frame_094222.png;160
frame_094321.png;frame_094336.png;477
frame_099802.png;frame_099807.png;108
frame_099835.png;frame_099842.png;230
frame_100539.png;frame_100557.png;613
frame_100705.png;frame_100711.png;199
frame_101037.png;frame_101049.png;661
frame_101545.png;frame_101579.png;1455
frame_101716.png;frame_101721.png;185
frame_101827.png;frame_101842.png;611
frame_101974.png;frame_101978.png;118
frame_105451.png;frame_105470.png;345
frame_107696.png;frame_107699.png;59
frame_114317.png;frame_114324.png;399
frame_114336.png;frame_114339.png;74
frame_114357.png;frame_114369.png;862
frame_115737.png;frame_115745.png;470
frame_115757.png;frame_115765.png;430
frame_116035.png;frame_116041.png;109
frame_116267.png;frame_116284.png;406
frame_119119.png;frame_119126.png;371
frame_123896.png;frame_123914.png;1004
frame_136983.png;frame_136991.png;436
frame_156787.png;frame_156802.png;774
frame_156874.png;frame_156882.png;379
frame_171105.png;frame_171187.png;813
frame_171199.png;frame_172910.png;5787
frame_173683.png;frame_173821.png;62965
frame_173838.png;frame_173848.png;8140
frame_173876.png;frame_173876.png;58
frame_173921.png;frame_173928.png;10209
frame_174083.png;frame_174085.png;92
frame_174140.png;frame_174140.png;79
frame_174218.png;frame_174259.png;22623
frame_174273.png;frame_174298.png;26623
frame_174339.png;frame_174344.png;6958
