Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;
frame_001214.png;1;MTB;104;36;122;62;
frame_001215.png;1;MTB;102;36;120;64;
frame_001216.png;1;MTB;98;36;118;66;
frame_001217.png;1;MTB;94;36;114;70;
frame_001218.png;1;MTB;88;38;110;74;
frame_001219.png;1;MTB;80;38;106;78;
frame_001220.png;1;MTB;70;38;100;84;
frame_001221.png;1;MTB;58;38;92;94;
frame_001222.png;1;MTB;40;40;82;104;
frame_001223.png;1;MTB;12;44;66;112;
frame_001247.png;1;MTB;112;36;126;56;
frame_001248.png;1;MTB;110;36;124;56;
frame_001249.png;1;MTB;108;36;122;58;
frame_001250.png;1;MTB;106;36;122;60;
frame_001251.png;1;MTB;104;36;120;60;
frame_001252.png;1;MTB;102;36;118;64;
frame_001253.png;1;MTB;100;36;118;64;
frame_001254.png;1;MTB;96;38;114;68;
frame_001255.png;1;MTB;90;38;112;72;
frame_001256.png;1;MTB;86;38;108;74;
frame_001257.png;1;MTB;82;38;104;76;
frame_001258.png;1;MTB;76;38;100;80;
frame_001259.png;1;MTB;68;40;96;84;
frame_001260.png;1;MTB;58;40;90;88;
frame_001261.png;1;MTB;44;40;84;98;
frame_001262.png;1;MTB;30;42;74;106;
frame_001263.png;1;MTB;6;42;62;114;
frame_002299.png;1;MTB;96;38;114;68;
frame_002300.png;1;MTB;90;38;112;72;
frame_002301.png;1;MTB;84;40;108;76;
frame_002302.png;1;MTB;76;40;102;80;
frame_002303.png;1;MTB;66;42;96;86;
frame_002304.png;1;MTB;54;42;88;92;
frame_002305.png;1;MTB;36;44;76;102;
frame_002306.png;1;MTB;12;46;64;110;
frame_007820.png;1;MTB;110;38;122;58;
frame_007821.png;1;MTB;108;38;120;60;
frame_007822.png;1;MTB;104;38;120;62;
frame_007823.png;1;MTB;102;38;118;64;
frame_007824.png;1;MTB;98;38;116;66;
frame_007825.png;1;MTB;92;38;112;70;
frame_007826.png;1;MTB;86;40;108;74;
frame_007827.png;1;MTB;78;40;104;78;
frame_007828.png;1;MTB;68;42;96;84;
frame_007829.png;1;MTB;52;44;86;92;
frame_007830.png;1;MTB;32;46;72;106;
frame_007831.png;1;MTB;2;48;52;112;
frame_011432.png;1;MTB;110;38;122;60;
frame_011433.png;1;MTB;108;38;120;60;
frame_011434.png;1;MTB;106;38;120;62;
frame_011435.png;1;MTB;104;38;120;62;
frame_011436.png;1;MTB;102;38;118;64;
frame_011437.png;1;MTB;100;38;116;66;
frame_011438.png;1;MTB;96;38;114;68;
frame_011439.png;1;MTB;94;38;112;70;
frame_011440.png;1;MTB;90;40;108;72;
frame_011441.png;1;MTB;84;40;106;76;
frame_011442.png;1;MTB;78;40;102;80;
frame_011443.png;1;MTB;72;40;98;84;
frame_011444.png;1;MTB;62;40;94;90;
frame_011445.png;1;MTB;52;42;86;94;
frame_011446.png;1;MTB;38;44;78;104;
frame_011447.png;1;MTB;20;46;68;112;
frame_011448.png;1;MTB;0;48;52;119;
frame_013937.png;1;MTB;96;40;114;68;
frame_013938.png;1;MTB;90;40;112;70;
frame_013939.png;1;MTB;82;40;108;74;
frame_013940.png;1;MTB;76;40;102;78;
frame_013941.png;1;MTB;66;40;96;82;
frame_013942.png;1;MTB;54;44;88;92;
frame_013943.png;1;MTB;38;44;80;100;
frame_013944.png;1;MTB;16;46;66;110;
frame_019520.png;1;MTB;104;38;122;62;
frame_019521.png;1;MTB;100;38;120;64;
frame_019522.png;1;MTB;98;38;116;64;
frame_019523.png;1;MTB;92;38;114;68;
frame_019524.png;1;MTB;88;40;110;70;
frame_019525.png;1;MTB;80;40;104;74;
frame_019526.png;1;MTB;70;42;98;80;
frame_019527.png;1;MTB;56;44;88;84;
frame_019528.png;1;MTB;38;46;78;94;
frame_019529.png;1;MTB;10;48;60;102;
frame_025239.png;1;MTB;100;38;118;64;
frame_025240.png;1;MTB;96;38;116;66;
frame_025241.png;1;MTB;94;38;114;72;
frame_025242.png;1;MTB;90;40;110;72;
frame_025243.png;1;MTB;82;40;106;78;
frame_025244.png;1;MTB;74;40;100;78;
frame_025245.png;1;MTB;64;42;94;82;
frame_025246.png;1;MTB;52;42;86;88;
frame_025247.png;1;MTB;38;44;76;98;
frame_025248.png;1;MTB;16;44;66;106;
frame_025249.png;1;MTB;0;46;46;116;
frame_028243.png;1;MTB;104;40;118;64;
frame_028244.png;1;MTB;100;40;118;66;
frame_028245.png;1;MTB;94;40;114;68;
frame_028246.png;1;MTB;90;40;110;72;
frame_028247.png;1;MTB;84;40;106;78;
frame_028248.png;1;MTB;78;40;102;78;
frame_028249.png;1;MTB;70;42;96;84;
frame_028250.png;1;MTB;60;42;90;90;
