MTB;PED;;;;;
11:01:08.888;11:00:18.333;
12:07:57.555;12:10:14.111;
12:08:01.555;12:10:23.444;
12:08:03.777;16:12:09.777;
12:08:04.777;16:15:08.888;
12:08:06.555;;
12:08:07.000;;
12:08:09.777;;
12:08:13.666;;
12:08:18.666;;
12:08:21.666;;
12:08:22.777;;
12:08:25.000;;
12:09:14.111;;
12:09:20.888;;
12:09:37.000;;
12:11:53.888;;
12:14:34.555;;
12:17:01.666;;
12:17:06.666;;
12:17:49.777;;
12:20:26.222;;
13:59:48.888;;
13:59:52.777;;
14:01:12.444;;
14:01:29.333;;
14:02:06.666;;
14:03:06.666;;
14:03:21.555;;
14:03:36.444;;
14:03:50.111;;
14:10:16.333;;
14:10:18.111;;
14:26:41.888;;
14:26:43.555;;
14:26:46.888;;
14:29:19.666;;
14:29:22.000;;
14:30:18.111;;
14:30:19.555;;
15:45:21.333;;
15:45:30.444;;
