MTB;PED;;;;;
11:44:07.777;11:01:10.111;
12:14:52.666;11:01:27.555;
12:31:29.666;15:54:30.555;
12:40:46.888;15:54:31.222;
12:40:48.777;16:39:33.000;
13:07:47.222;;
13:16:14.444;;
13:16:15.666;;
13:41:58.333;;
13:42:00.333;;
14:00:45.777;;
14:03:33.777;;
14:03:40.444;;
14:03:41.555;;
14:03:42.777;;
14:03:43.777;;
14:57:03.222;;
14:57:07.555;;
14:57:35.777;;
14:57:38.555;;
15:13:06.444;;
15:16:34.000;;
15:16:34.666;;
15:28:01.777;;
15:28:03.888;;
15:40:08.777;;
15:40:13.222;;
15:53:11.666;;
15:53:21.222;;
