MTB;PED;;;;;
11:19:52.333;11:00:06.333;
11:37:51.666;11:00:10.111;
11:38:30.222;14:29:31.555;
11:39:01.777;14:29:34.222;
12:07:41.888;;
12:25:52.222;;
12:37:07.444;;
12:40:08.222;;
12:42:27.888;;
12:42:29.555;;
12:49:48.777;;
12:49:50.111;;
13:28:58.333;;
13:33:19.555;;
13:35:39.888;;
13:38:54.222;;
13:40:35.111;;
13:56:59.555;;
13:57:05.111;;
13:57:14.000;;
13:58:01.111;;
13:58:02.222;;
14:01:32.222;;
14:13:09.444;;
14:15:04.111;;
14:30:32.444;;
14:38:00.111;;
14:44:46.777;;
14:45:05.888;;
14:45:06.555;;
14:47:05.000;;
14:50:23.666;;
14:51:32.666;;
14:52:50.888;;
14:52:52.444;;
14:53:02.888;;
14:53:20.888;;
15:21:53.333;;
15:23:52.222;;
15:23:55.222;;
15:24:06.888;;
15:25:06.777;;
15:41:00.000;;
15:42:56.777;;
15:45:12.888;;
15:45:14.000;;
17:33:09.444;;
