MTB;PED;;;;;
11:10:51.550;11:01:59.700;
11:18:57.150;12:36:12.300;
11:19:14.550;12:36:13.300;
11:19:28.550;13:58:50.300;
11:40:33.550;;
11:45:37.350;;
11:46:58.700;;
11:48:01.650;;
11:48:02.450;;
11:51:20.000;;
11:51:20.550;;
12:10:54.850;;
12:11:58.000;;
12:13:25.400;;
12:14:10.800;;
12:21:33.850;;
12:21:36.400;;
12:21:40.300;;
12:22:01.500;;
12:22:02.000;;
12:23:36.550;;
12:28:50.250;;
12:29:41.850;;
12:36:39.550;;
12:40:01.150;;
12:43:04.050;;
12:43:12.600;;
12:43:12.950;;
12:44:06.200;;
12:45:35.700;;
12:46:06.800;;
12:46:41.900;;
12:46:42.700;;
12:46:47.250;;
12:46:54.850;;
12:46:55.550;;
12:59:46.000;;
13:00:39.550;;
13:00:40.900;;
13:00:46.150;;
13:01:12.900;;
13:08:22.000;;
13:09:14.650;;
13:10:15.800;;
13:10:16.400;;
