MTB;PED;;;;;
11:20:36.651;12:33:26.166;
11:20:41.313;12:33:26.166;
11:23:29.589;12:34:56.076;
11:23:46.017;12:34:56.076;
11:24:13.767;13:56:31.065;
11:31:52.641;13:56:32.841;
11:35:10.443;14:53:59.058;
11:41:25.734;14:54:00.501;
11:55:28.557;14:54:04.830;
12:24:12.720;14:54:04.830;
12:24:13.608;14:54:05.940;
12:25:25.758;15:29:23.931;
12:25:31.752;15:29:33.033;
12:25:33.528;15:29:34.587;
12:28:59.433;15:29:35.364;
12:42:43.275;15:56:50.172;
12:55:35.835;;
12:58:08.460;;
13:07:10.362;;
13:07:29.232;;
13:11:21.888;;
13:31:31.677;;
13:31:39.003;;
13:31:54.654;;
13:35:20.892;;
13:35:26.109;;
14:11:17.511;;
14:11:20.064;;
14:31:54.939;;
14:32:04.818;;
14:32:13.587;;
14:32:58.431;;
14:35:55.254;;
14:36:01.581;;
14:36:03.912;;
14:36:05.799;;
15:03:02.958;;
15:03:14.391;;
15:15:51.189;;
15:15:52.410;;
15:18:33.804;;
15:24:33.333;;
15:26:49.974;;
15:48:29.784;;
15:48:30.894;;
15:57:02.160;;
15:57:04.602;;
