MTB;PED;;;;;
11:30:21.400;11:02:23.300;
11:30:23.400;11:33:00.850;
11:30:23.900;11:33:51.450;
11:32:48.600;11:33:55.550;
11:32:49.950;11:34:36.400;
11:32:52.750;13:22:35.650;
11:32:53.250;13:24:04.300;
11:32:54.150;;
11:32:54.250;;
11:32:55.450;;
11:32:57.250;;
11:32:59.550;;
11:33:01.350;;
11:33:02.300;;
11:33:24.300;;
11:33:27.550;;
11:33:34.650;;
11:35:48.750;;
11:36:54.850;;
11:36:57.100;;
11:38:26.900;;
11:54:25.750;;
12:09:53.850;;
12:14:11.500;;
12:18:29.850;;
12:18:31.050;;
12:23:10.350;;
12:23:12.050;;
12:23:47.150;;
12:23:55.500;;
12:24:12.250;;
12:24:37.750;;
12:24:46.000;;
12:24:51.550;;
12:24:58.850;;
12:27:53.450;;
12:29:44.900;;
12:35:16.900;;
12:36:27.200;;
12:36:28.150;;
12:36:42.000;;
12:36:53.500;;
12:36:54.150;;
13:10:39.900;;
13:10:44.050;;
;;
